GATE_BL_GW: 2527.307><87.41012><1882.812><161.4328><1><><48><35
GATE_LF_BL: -2758.122><307.2781><-1899.229><330.5807><2><><48><35
BL_A13: 2375.307><84.41012><1740.812><156.4328><1><><48><35
BL_A03: 1431.306><95.4101><999.8128><159.4328><1><Badlands><48><35
BL_A02: 1381.306><200.4102><933.8169><301.4328><2><Badlands><48><35
BL_A08: 1344.306><68.41044><898.817><-6.566537><2><Badlands><48><35
BL_B09: 1270.066><-66.34338><796.7251><-151.0671><2><Badlands><100><35
BL_A01: 1296.306><-213.5898><906.817><-304.5672><2><Badlands><48><35
BL_A07: 1079.31><-216.5898><719.8147><-303.5672><2><Badlands><48><35
BL_S01: 1050.308><-114.5895><657.8147><-156.5661><2><><48><35
BL_B02: 1038.21><-480.3889><696.515><-525.1671><2><Badlands><48><78
BL_C01: 1131.208><113.6102><603.515><167.8329><1><Badlands><152><35
BL_A11: 831.7085><114.1942><442.7647><218.3329><1><Badlands><48><35
BL_S02: -2639.102><305.3191><-1742.219><469.2508><1><><48><35
BL_A14: -2536.102><307.318><-1738.219><334.2508><2><><48><35
BL_C02: -2306.292><175.1922><-1580.239><165.3329><2><><70><112
BL_E04: -1784.184><50.88665><-1389.54><161.0489><2><Badlands><256><35
BL_A06: -1419.103><-66.68128><-1079.219><31.25007><2><Badlands><48><35
BL_A12: -1218.103><-68.68137><-915.2193><30.25007><2><Badlands><48><35
BL_B04: -963.1028><8.318915><-739.2193><61.25009><2><Badlands><56><78
BL_A10: -807.1024><68.31863><-570.2193><163.2498><2><Badlands><48><35
BL_C03: -657.5704><-55.67527><-425.4553><-61.37294><2><Badlands><52><112
BL_B05: -807.1174><-225.7208><-572.2289><-182.4182><2><Badlands><48><74
BL_A04: -1190.112><105.2791><-1073.229><311.5807><1><Badlands><166><35
BL_B06: -585.1174><-352.7209><-460.2273><-366.4193><2><Badlands><100><35
BL_C04: 604.5265><-49.43517><257.2366><58.18886><2><Badlands><152><35
BL_F02: 314.4916><169.4952><-94.52255><214.0168><1><Badlands><150><74
BL_A05: 314.4916><340.4951><9.477449><430.0167><1><Badlands><48><35
BL_E02: 1903.916><106.4552><1159.75><160.6749><1><Badlands><256><35
BL_E03: -169.8636><-44.77266><-280.2773><71.85712><2><Badlands><256><37
BL_A09: 54.49162><43.49604><-197.9072><167.3049><0><Badlands><48><35
BL_C05: 653.4294><100.1211><289.7265><215.8609><1><Badlands><48><112
BL_B03: 653.4294><-184.8788><558.093><-386.6953><1><Badlands><48><78
BL_A15: 833.7836><218.6502><441.5508><385.2428><1><Badlands><48><35
BL_B07: 740.6398><323.6501><334.7225><545.2427><1><Badlands><100><35
BL_D02: -80.52348><167.8392><-323.1693><245.6749><1><Badlands><98><74
BL_A16: -807.5223><-50.16037><-572.1689><22.67487><2><Badlands><48><35
BL_C06: -347.1604><-398.8449><-222.6714><-525.5253><2><Badlands><56><112
BL_D04: -611.6615><113.8522><-862.7328><313.1228><1><Badlands><256><35
BL_S03: -633.1174><-459.7219><-430.2273><-214.4182><2><><48><35
BL_S04: 663.6388><298.6511><340.7225><702.2427><2><><48><35
BL_B08: 777.3385><-532.1478><458.2668><-530.8773><2><Badlands><100><35
BL_C07: 504.9148><-651.0535><341.382><-720.7387><2><><48><112
BL_D03: 77.35741><-536.5459><-83.71957><-527.8131><2><Badlands><202><35
BL_C08: -407.1427><-96.31745><-278.4473><-218.1541><1><Badlands><48><112
BL_C09: 176.8576><-119.5173><-115.514><-219.1541><1><Badlands><48><112
BL_D05: 312.0315><118.5402><52.09285><-224.6951><0><Badlands><48><150
BL_F03: 354.0317><-176.4598><232.0926><-378.6953><0><Badlands><150><75
BL_FG1: -21.96828><-116.46><16.09282><-304.6953><0><Badlands><100><35
BL_FG2: -245.9703><-80.46015><-105.9074><-292.6953><0><Badlands><48><35
BL_C07_SAINT: 4008.036><4.699916><2792.668><-2.62762><1><><48><112
BL_TM02: -1747.758><91.23351><0.0001137944><6.931111E-05><0><><195><37
BL_TM03: -1959.758><-28.76649><0.0001137944><6.931111E-05><0><><48><37
BL_TM01: -2254.758><10.23351><0.0001137944><6.931111E-05><0><><143><67
BL_TM04: -2549.758><-58.76649><0.0001137944><6.931111E-05><0><><48><37
GATE_BL_TM: -2699.758><-58.76649><0.0001137944><6.931111E-05><0><><48><35
OffScreenDen_BL: 1358.306><46.41024><-812.1853><-150.5661><1><Badlands><0><0
Connection: GATE_BL_GW,BL_A13,2,11,46,11,2,0
Connection: GATE_LF_BL,BL_A14,45,11,2,11,0,2
Connection: BL_A13,BL_E02,3,16,251,10,2,0
Connection: BL_A03,BL_A02,23,32,40,3,1,3
Connection: BL_A03,BL_C01,1,13,145,7,2,0
Connection: BL_A03,BL_E02,46,13,5,9,0,2
Connection: BL_A02,BL_A08,9,16,22,32,3,1
Connection: BL_A08,BL_B09,22,3,73,32,3,1
Connection: BL_B09,BL_A07,7,10,42,33,2,1
Connection: BL_B09,BL_A01,89,6,32,33,0,1
Connection: BL_A01,BL_A07,5,12,42,14,2,3
Connection: BL_A07,BL_S01,5,33,14,19,1,2
Connection: BL_A07,BL_B02,9,3,23,74,3,1
Connection: BL_B02,BL_B08,11,37,96,30,2,0
Connection: BL_C01,BL_A11,6,11,42,10,2,0
Connection: BL_A11,BL_A15,6,31,6,5,1,3
Connection: BL_A11,BL_C04,19,4,145,32,0,1
Connection: BL_S02,BL_A14,22,18,4,31,1,2
Connection: BL_A14,BL_C02,45,11,3,96,0,2
Connection: BL_C02,BL_E04,41,10,10,9,3,3
Connection: BL_E04,BL_B04,250,17,4,56,0,2
Connection: BL_E04,BL_A06,197,5,9,32,3,1
Connection: BL_A06,BL_A12,44,9,2,9,0,2
Connection: BL_A12,BL_A04,9,32,98,16,1,3
Connection: BL_A12,BL_B04,45,14,5,12,0,2
Connection: BL_B04,BL_A10,51,56,1,16,0,2
Connection: BL_B04,BL_A16,50,18,4,19,0,2
Connection: BL_A10,BL_C03,45,16,4,98,0,2
Connection: BL_C03,BL_A16,5,57,43,19,2,0
Connection: BL_C03,BL_E03,46,53,3,13,0,2
Connection: BL_C03,BL_B05,5,19,43,57,2,0
Connection: BL_B05,BL_B06,43,7,4,30,0,2
Connection: BL_A04,BL_TM02,37,14,168,20,3,3
Connection: BL_A04,BL_D04,132,22,31,19,3,3
Connection: BL_B06,BL_C06,95,30,5,82,0,2
Connection: BL_B06,BL_S03,42,26,32,18,3,1
Connection: BL_C04,BL_E03,4,17,252,17,2,0
Connection: BL_F02,BL_A05,70,69,19,4,1,0
Connection: BL_F02,BL_D02,3,53,91,44,2,0
Connection: BL_F02,BL_C05,145,9,3,49,0,2
Connection: BL_F02,BL_C09,9,7,4,108,3,1
Connection: BL_A05,BL_D05,28,4,28,134,2,0
Connection: BL_A09,BL_D02,9,32,79,14,1,0
Connection: BL_C05,BL_B07,20,108,10,11,1,3
Connection: BL_C05,BL_B03,6,2,5,74,3,1
Connection: BL_B03,BL_F03,2,52,146,49,2,0
Connection: BL_B03,BL_C07,23,5,36,109,3,1
Connection: BL_A15,BL_B07,2,27,57,3,2,3
Connection: BL_B07,BL_S04,25,27,24,24,3,1
Connection: BL_D02,BL_D04,10,29,219,27,3,3
Connection: BL_C06,BL_C08,8,109,24,37,1,3
Connection: BL_C06,BL_C09,51,102,6,6,0,2
Connection: BL_C06,BL_D03,52,22,5,21,0,2
Connection: BL_D04,BL_C08,213,15,24,74,3,1
Connection: BL_B08,BL_C07,4,30,42,103,2,1
Connection: BL_C07,BL_D03,3,107,198,30,2,0
Connection: BL_D05,BL_F03,43,10,106,49,0,2
Connection: BL_F03,BL_FG1,4,49,95,9,2,0
Connection: BL_FG1,BL_FG2,3,24,45,12,2,0
Connection: BL_TM02,BL_TM03,88,20,37,32,3,1
Connection: BL_TM02,BL_TM01,30,10,117,53,3,3
Connection: BL_TM03,BL_TM01,11,14,115,23,2,0
Connection: BL_TM01,BL_TM04,23,17,37,25,2,0
Connection: BL_TM04,GATE_BL_TM,8,14,45,13,2,0
