GATE_DS_SB: 741.4411><419.7749><703.6028><457.0223><2><><48><35
GATE_SB_SL: 4393.726><458.7501><3281.642><420.7434><1><><48><35
GATE_LF_SB: -917.2749><1236.747><-446.3571><1189.745><1><><48><35
SB_F03: -1124.814><969.1656><-713.6804><821.0279><1><><48><232
SB_A10: -949.5453><1038.691><-449.097><1039.767><1><><54><35
SB_A09: -1346.421><736.0657><-760.9581><808.6247><1><><48><35
SB_H03: -1115.836><491.3576><-761.0728><551.977><1><Subterranean><204><78
SB_S06: -1625.688><450.2371><-882.7913><694.0553><2><><48><25
SB_H02: -491.8339><376.3576><-321.0729><475.9775><1><Subterranean><204><78
SB_A04: -886.8343><290.3578><-447.0728><460.9775><1><Subterranean><54><35
SB_A13: -1044.254><290.6764><-556.8961><459.5463><1><Subterranean><48><35
SB_A01: -767.8343><257.3578><-372.0735><308.9775><2><Subterranean><52><35
SB_A11: -804.7729><146.0587><-381.6805><217.0279><1><Subterranean><48><35
SB_B01: -429.8337><171.3579><-233.0729><174.9782><1><Subterranean><105><35
SB_S07: -519.5391><87.05066><-212.8919><42.56442><1><><48><35
SB_A12: -128.772><149.0595><83.99442><162.6733><1><Subterranean><48><35
SB_C01: -459.8339><264.3582><-249.0729><311.9775><2><Subterranean><148><35
SB_B02: -62.83422><271.3582><66.92727><303.9775><2><Subterranean><113><35
SB_C05: 72.16579><-148.6425><214.9271><7.977268><2><><48><121
SB_A03: -103.8345><328.3574><123.9272><415.9775><1><Subterranean><49><35
SB_E04: 284.1666><421.3574><156.9275><548.977><1><Subterranean><254><38
SB_C06: 322.1661><182.3583><358.9263><265.9776><2><><48><121
SB_S03: 321.4419><177.7759><464.6035><368.0223><2><><48><35
SB_F02: 356.1661><-121.6422><347.9265><-18.02272><2><Filtration System><104><121
SB_D04: 594.1657><181.3579><583.9261><148.9773><2><Filtration System><48><150
SB_S04: 581.164><460.9483><581.1368><492.06><2><><48><35
SB_G03: 1302.173><437.3574><705.9261><552.977><1><Subterranean><355><35
SB_F01: 1033.173><159.3577><864.928><201.9773><2><Filtration System><105><121
SB_J01: 2223.173><475.3574><1444.923><544.9765><1><Subterranean><252><78
SB_E02: 3004.173><538.3577><2092.923><617.977><1><Subterranean><252><35
SB_G02: 3931.169><538.3577><2660.923><617.977><1><Subterranean><362><35
SB_S05: 4532.488><541.0686><3413.077><618.2386><1><><48><35
SB_C07: 2405.173><425.3574><1744.923><406.9769><0><Subterranean><154><45
SB_J02: 3015.173><345.3574><2089.923><322.9775><0><Subterranean><252><78
SB_J03: 2342.173><277.3578><1587.923><175.9775><1><><504><37
SB_S02: 2874.061><208.9233><2411.586><39.29971><1><><48><35
SB_I01: 254.1662><-479.6417><232.9264><-329.0225><2><Filtration System><152><120
SB_S01: 253.323><-312.2894><122.5529><-139.9248><1><><48><35
SB_D06: 68.16589><-858.6425><210.9269><-686.0244><2><><48><154
SB_E05: -206.834><-1086.643><-188.0731><-822.023><1><Depths><262><35
SB_A14: -682.6922><-1086.763><-355.7911><-778.9447><1><Depths><54><35
SB_D02: -1081.834><-1087.643><-781.0728><-774.023><1><Depths><204><35
SB_A02: -947.8343><-981.6437><-536.0732><-560.0227><2><Depths><48><35
SB_J04: -1561.827><-992.6427><-1130.077><-611.023><2><Depths><255><78
SB_A08: -2175.826><-1040.643><-1355.077><-605.023><2><Depths><48><35
SB_B03: -2338.827><-989.6427><-1501.077><-613.023><1><Depths><48><78
SB_A07: -2221.826><-1160.644><-1435.077><-815.023><1><Depths><48><35
SB_E03: -1771.827><-1081.643><-1321.072><-773.023><1><Depths><255><40
SB_D05: -1544.827><-1164.644><-1064.077><-905.023><0><Depths><204><35
SB_A06: -1507.827><-1273.645><-879.0728><-1022.022><0><Depths><48><35
SB_A05: -1223.831><-1271.645><-714.0728><-989.0216><0><Depths><48><35
SB_D03: -2719.827><-1061.643><-1947.077><-619.023><1><Depths><204><35
SB_D07: -3024.827><-1343.648><-1993.077><-1058.021><1><Depths><48><150
SB_D01: -2740.452><-1633.013><-1883.608><-1177.578><1><Depths><104><78
SB_C08: -2288.771><-1680.051><-1650.811><-1175.163><1><Depths><152><35
SB_E01: -1632.453><-1675.013><-1334.608><-1177.578><1><Depths><252><35
SB_E06: -846.461><-1686.013><-811.6049><-1182.578><1><Depths><268><35
SB_C09: -355.7737><-1805.051><-260.8052><-1348.163><1><Depths><54><120
SB_L01: 53.5391><-2044.012><-124.6049><-1514.578><1><Depths><210><126
GATE_SB_VS: 1819.602><-146.4095><1544.319><-66.13173><2><><48><35
SB_E07: 797.1065><-234.0462><598.7751><-161.0373><2><Filtration System><151><80
SB_B04: 936.1656><-297.3991><919.6274><-162.7994><2><Filtration System><48><74
SB_S10: 1028.73><-302.7971><1040.444><-281.3006><1><><48><35
SB_C10: 917.2492><-61.67383><772.431><56.56264><2><Filtration System><151><35
SB_G04: 1375.909><-222.6162><1034.852><-152.5559><2><Filtration System><247><72
SB_GOR01: -1746.302><439.2171><-1171.046><559.597><1><Subterranean><192><35
SB_GOR02RIV: -1943.565><575.5343><-27.02488><21.73344><1><><146><44
SB_TESTB: -831.3932><564.4407><-439.554><784.2964><2><Subterranean><105><35
SB_TESTC: 15.6072><554.4407><47.44653><778.2964><2><Subterranean><148><35
SB_C02: -439.0142><509.9412><-243.5684><677.5232><2><Subterranean><152><35
SB_TOPSIDE: -957.0995><1369.945><-520.1148><1337.088><1><><96><35
SB_S09: -826.1739><1314.393><-309.7709><1335.15><1><><48><35
SB_J10: -129.7003><-63.05752><-905.3035><-112.4799><1><><504><35
SB_C11: -1180.04><119.3865><-1024.432><-104.1827><1><><48><114
SB_TM01: -285.864><813.6355><-2.612701><-218.217><0><><48><114
SB_TM06: -180.8639><567.6355><-2.612701><-150.217><0><><48><80
SB_TM03: -114.8639><954.6355><-2.612701><-64.21694><0><><48><37
SB_TM02: -417.864><738.6355><-2.612701><-64.21694><0><><48><37
SB_TM04: -543.864><900.6355><-2.612701><-138.217><0><><100><74
SB_TM05: -762.8639><981.6355><-2.612701><-138.217><0><><48><74
GATE_SB_TM: -876.8639><1128.635><-2.612701><-60.21695><0><><48><35
GATE_HC_SB: 1056.136><528.6357><-25.68047><21.02798><0><><48><35
SB_HC1: 912.1364><480.6357><-25.68047><21.02798><0><><48><35
SB_HC2: 747.1364><585.6355><-25.68047><21.02798><0><><152><35
SB_HC3: -221.8639><381.6357><-25.68047><21.02798><2><><152><35
SB_HC4: -2.863904><488.6357><-25.68047><21.02798><0><><48><35
SB_HC5: 228.1362><593.6355><-25.68047><21.02798><0><><194><35
GATE_SB_FR: 4671.136><433.6356><-25.68047><21.02798><0><><48><35
SB_FR01: 4011.135><412.6356><-25.68047><21.02798><0><><412><35
GATE_RW_SB: -903.8636><-1048.366><-25.68047><21.02798><2><><48><35
SB_S08: -766.8639><-970.364><-25.68047><21.02798><2><><48><35
GATE_FT_SB: 442.136><549.6357><-25.68047><21.02798><2><><48><35
SB_SE01: 2010.134><424.6356><-25.68047><21.02798><0><><101><45
SB_SE02: 1557.136><501.6357><-25.68047><21.02798><2><><200><85
SB_SE03: 892.1361><534.6357><-25.68047><21.02798><2><><252><35
SB_SE04: 487.1361><609.6355><-25.68047><21.02798><2><><48><35
GATE_SB_DP: 528.1361><410.6356><-25.68047><21.02798><0><><48><35
SB_DP1: 33.13602><164.6357><-25.68047><21.02798><0><><60><35
SB_DP2: 290.1362><278.6356><-25.68047><21.02798><0><><111><111
SB_4B: 390.1362><274.6356><-25.68047><21.02798><1><><52><34
GATE_4B_SB: 540.1364><291.6356><-25.68047><21.02798><1><><48><35
OffScreenDen_SB: -880.8338><-591.6422><727.9261><308.9769><1><Subterranean><0><0
Connection: GATE_DS_SB,SB_D04,11,5,42,142,3,0
Connection: GATE_SB_SL,SB_G02,11,19,322,1,1,3
Connection: GATE_LF_SB,SB_F03,2,9,44,206,2,3
Connection: SB_F03,SB_TOPSIDE,44,226,11,10,1,3
Connection: SB_F03,SB_A10,44,139,5,12,3,2
